data_idx,mapped_rxn,template
880701,[NH2:1][C:2]([CH2:3][CH:4]=[CH2:5])([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1.[O:18]=[CH:19][CH:20]([C:21](=[O:22])[N:23]1[CH2:24][CH2:25][O:26][CH2:27][CH2:28]1)[c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1>>[N:1](=[C:2]([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)[CH:19]([CH2:5][CH:4]=[CH2:3])[CH:20]([C:21](=[O:22])[N:23]1[CH2:24][CH2:25][O:26][CH2:27][CH2:28]1)[c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1,O=[C:4].[C:3]=[C:2]-[C:1]-[C:6](-[N:5])(-c)-c>>[C:1]=[C:2]-[C:3]-[C:4]-[N:5]=[C:6](-c)-c
1019079,[CH3:1][C:2](=[O:3])[CH2:4][S:5][CH2:6][CH:7]=[CH2:8].[CH3:9][CH:10]([NH2:11])[CH:12]([OH:13])[CH:14]=[CH2:15]>>[CH3:1][C:2](=[O:3])[CH2:4][S:5][CH2:6][CH:7]=[CH:14][CH:12]([CH:10]([CH3:9])[NH2:11])[OH:13],C=[C:1].C=[C:2]>>[C:1]=[C:2]
274985,[CH3:1][C:2]([CH3:3])([CH3:4])[Si:5]([CH3:6])([CH3:7])[O:8][CH:9]([CH2:10][CH2:11][CH:12]([CH2:13][CH:14]=[CH2:15])[O:16][S:17]([CH3:18])(=[O:19])=[O:20])[CH2:21][O:22][CH2:23][c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1>>[O:8]1[CH:9]([CH2:21][O:22][CH2:23][c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[CH2:10][CH2:11][CH:12]1[CH2:13][CH:14]=[CH2:15],C-C(-C)(-C)-[Si](-C)(-C)-[O:1].C-S(=O)(=O)-O-[C:2]>>[O:1]-[C:2]
1053056,[CH3:13][CH2:14][O:15][C:16](=[O:17])[CH2:18][C:19](=[O:20])[O:21][CH2:22][CH3:23].[Cl:1][c:2]1[cH:3][cH:4][c:5]([CH:6]=[CH:7][N+:8]([O-:9])=[O:10])[cH:11][cH:12]1>>[Cl:1][c:2]1[cH:3][cH:4][c:5]([CH:6]([CH2:7][N+:8]([O-:9])=[O:10])[CH:18]([C:16]([O:15][CH2:14][CH3:13])=[O:17])[C:19](=[O:20])[O:21][CH2:22][CH3:23])[cH:11][cH:12]1,[C:2]=[C:3].O=C-[C:1]-C=O>>O=C-[C:1](-C=O)-[C:2]-[C:3]
842078,[CH3:1][N:2]([CH2:3][C:4]#[C:5][c:6]1[cH:7][cH:8][s:9][cH:10]1)[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1.[OH2:17]>>[CH3:1][N:2]([C:5](=[CH:4][CH:3]=[O:17])[c:6]1[cH:7][cH:8][s:9][cH:10]1)[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,[O:5].[N:1]-[C:4]-[C:3]#[C:2]>>[N:1]-[C:2]=[C:3]-[C:4]=[O:5]
598955,[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([CH:9]=[C:10]2[CH2:11][CH2:12]2)[cH:13][cH:14]1>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([C:9]2=[CH:12][CH2:11][CH2:10]2)[cH:13][cH:14]1,[C:3]-[C:1]=[C:2]>>[C:1]-[C:2]=[C:3]
752704,[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[N:10]=[N+:11]=[N-:12]>>[O-:1][n+:2]1[o:3][n:10][c:9]2[c:4]1[cH:5][cH:6][cH:7][cH:8]2,[N-]=N=[N:5]-[c:4]:[c:3]-[N:2](=[O:1])-[O:6]>>[O:1]-[n:2]1:[c:3]:[c:4]:[n:5]:[o:6]:1
1001634,[CH3:1][OH:2].[CH3:3][CH:4]([O:5][C:6]([NH2:7])=[O:8])[CH:9]=[CH:10][c:11]1[cH:12][cH:13][c:14]([Br:15])[cH:16][cH:17]1>>[CH3:1][O:2][C:6]([NH:7][CH:10]([CH:9]=[CH:4][CH3:3])[c:11]1[cH:12][cH:13][c:14]([Br:15])[cH:16][cH:17]1)=[O:8],[O:2].O=[C:1](-[N:3])-O-[C:6]-[C:5]=[C:4]>>O=[C:1](-[O:2])-[N:3]-[C:4]-[C:5]=[C:6]
784158,[CH2:10]=[C:11]([CH3:12])[CH2:13][CH2:14][OH:15].[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1>>[CH3:1][C:2]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH2:10][C:11]([CH3:12])=[CH:13][CH2:14][O:15]1,[O:1].O=[C:2].[C:5]-[C:4]=[C:3]>>[O:1]-[C:2]-[C:3]-[C:4]=[C:5]
260995,[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][s:10][c:11](-[c:13]2[cH:14][cH:15][c:16]([C:20]([CH2:21][CH3:22])([CH2:23][CH3:24])[c:25]3[cH:26][cH:27][c:28]([CH:29]=[CH:30][C:31]([OH:32])([C:33]([F:34])([F:35])[F:36])[C:37]([F:38])([F:39])[F:40])[c:41]([CH3:42])[cH:43]3)[cH:17][c:18]2[CH3:19])[n:12]1.[OH2:1]>>[OH:1][C:5](=[O:6])[CH2:7][c:8]1[cH:9][s:10][c:11](-[c:13]2[cH:14][cH:15][c:16]([C:20]([CH2:21][CH3:22])([CH2:23][CH3:24])[c:25]3[cH:26][cH:27][c:28]([CH:29]=[CH:30][C:31]([OH:32])([C:33]([F:34])([F:35])[F:36])[C:37]([F:38])([F:39])[F:40])[c:41]([CH3:42])[cH:43]3)[cH:17][c:18]2[CH3:19])[n:12]1,[O:2].C-C-O-[C:1]=O>>O=[C:1]-[O:2]
